web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363256-310","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Auto","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/auto/c/20088","Ambi Pur Car Acqua Freschezza Naturale 7 ml","€ 4,50"
"1525363330-734","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti surgelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/piatti-pronti-surgelati/c/20052","Findus I Gratinati Merluzzo d'Alaska con Pomodoro e Basilico 380 g","€ 3,17"
"1525363258-322","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Duracell Ultra Power AAA LR03 / MX2400 1.5V Alkaline 4 pz","€ 4,90"
"1525363350-874","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","IL GIGANTE Aglio Macinato 35 g","€ 2,79"
"1525363352-878","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","Cerreto i Cereali Cous Cous Bio 500 g","€ 3,98"
"1525363360-948","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","Il Molino Chiavazza Farina tipo 0 di grano tenero manitoba 1 kg","€ 1,31"
"1525363421-1312","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Parmareggio Parmigiano Reggiano 30 Mesi DOP 500 g","€ 11,90"
"1525363378-1066","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Bonomelli Estratto Zuccherato di Camomilla Solubile Classica 20 x 5 g","€ 1,66"
"1525363395-1142","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","FETTE DI BOVINO ADULTO PER PIZZAIOLA","13,90 €/KG"
"1525363315-644","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","Cecchi Natio Chianti DOCG 750 ml","€ 6,39"
"1525363406-1212","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Latte e panna","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/latte-e-panna/c/20057","Valsoia Bontà e Salute Soya Gusto Classico 1000 ml","€ 1,77"
"1525363401-1187","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","Granarolo Biologico 4 Uova Bio Fresche 230 g","€ 1,69"
"1525363358-932","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pelati, passate e sughi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pelati,-passate-e-sughi/c/20071","IL GIGANTE Pomodori Pelati 800 g","€ 1,14"
"1525363289-508","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","o.b. Compact Applicator Super 16 pz","€ 4,98"
"1525363256-312","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Auto","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/auto/c/20088","Arbre Magique Classic Pino 3 x 5 g","€ 3,90"
"1525363315-650","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","Cecchi La Mora Morellino di Scansano 750 ml","€ 5,59"
"1525363286-496","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Elvive Total repair 5 Maschera al siero ricostituente 300 ml","€ 4,44"
"1525363451-1520","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","PERE KAISER","2,38 €/KG"
"1525363269-381","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pulizia stoviglie","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/pulizia-stoviglie/c/20101","finish Powerball Tutto in 1 Max Limone 22+5 Gratis","€ 5,24 (-50%)"
"1525363406-1217","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Latte e panna","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/latte-e-panna/c/20057","Riso Scotti Chiccolat Riso plus Quinoa 1 l","€ 2,53"
"1525363371-1016","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","Luna di Miele Miele di fiori 250 g","€ 2,99"
"1525363365-976","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati per dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/preparati-per-dolci/c/20021","cameo Mousse al cioccolato 98 g","€ 1,91"
"1525363276-430","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","Ajax Classico Multisuperficie 1 L","€ 1,65 (-30%)"
"1525363419-1306","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Ferrari GranMix al Pecorino 100 g","€ 1,49"
"1525363449-1503","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","Fattoria Scaldasole Spremuta di Arancia Rossa 100% succo Biologico 750 ml","€ 4,28"
"1525363397-1153","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Danette Crema alla Vaniglia 4 x 125 g","€ 2,39"
"1525363354-897","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Sunsweet Prugne California premium denocciolate 500 g","€ 6,25"
"1525363291-521","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Nivea Bagno Crema care & diamond 750 ml","€ 2,59"
"1525363313-637","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Courvoisier VS Cognac 70 cl","€ 19,90"
"1525363350-875","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","IL GIGANTE Aglio Liofilizzato 20 g","€ 3,19"
"1525363436-1424","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi interi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-interi/c/20084","Baldo il Crü i mini 150 g","€ 2,98"
"1525363330-742","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti surgelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/piatti-pronti-surgelati/c/20052","BUITONI LASAGNE ALLA BOLOGNESE, lasagne con besciamella, ragù e pasta fresca all'uovo surgelate 750g","€ 3,84"
"1525363311-622","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimentazione bambini","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/alimentazione-bambini/c/20094","Mellin Brodo di verdure 10 bustine monodose 80 g","€ 3,88 (-20%)"
"1525363311-621","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimentazione bambini","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/alimentazione-bambini/c/20094","NESTLÉ NIDINA 3 OPTIPRO Latte di crescita in polvere da 1 anno latta 800g","€ 11,20"
"1525363320-672","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Santàl ACE arancia, carota, limone 1000 ml","€ 1,48"
"1525363267-365","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori cucina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-cucina/c/20096","IL GIGANTE Piatti Piani 100 pz","€ 4,48"
"1525363421-1323","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Biraghi Biraghini Gran Biraghi 400 g","€ 6,99"
"1525363356-916","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","IL GIGANTE Alici in Olio di Oliva (45%) Distese 45 g","€ 1,77"
"1525363395-1143","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","REALE CON OSSO DI VITELLO NAZIONALE","9,80 €/KG"
"1525363416-1282","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","POLLO ALLO SPIEDO CON PATATE - PRODOTTO GASTRONOMICO COTTO","€ 4,99"
"1525363397-1160","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Cottin tavola Burger con verdure ai Carciofi 2 x 120 g + bustine di salsa 2 x 15 g","€ 2,98"
"1525363311-609","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimentazione bambini","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/alimentazione-bambini/c/20094","Mellin 1 liquido 4 x 500 ml","€ 8,99"
"1525363365-969","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati per dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/preparati-per-dolci/c/20021","cameo Budino da zuccherare vaniglia 70 g","€ 1,51"
"1525363369-997","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","Eridania Classico bustine 1 kg","€ 1,99"
"1525363280-467","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Rasatura e depilazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/rasatura-e-depilazione/c/20035","Gillette Sensor Excel Bilama 5 Ricariche","null"
"1525363451-1516","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","SUSINA ROSSA","3,98 €/KG"
"1525363365-973","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati per dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/preparati-per-dolci/c/20021","Elah Preparato per crème caramel con caramellato 100 g","€ 0,93"
"1525363414-1268","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","Casa Modena Teneroni la Merenda","€ 1,49"
"1525363352-886","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","Ferrero Couscous Medio 500 g","€ 1,71"
"1525363258-318","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Philips lampadina LED smerigliata a goccia 75W E27","€ 7,90"
"1525363315-648","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","Chiarli Gala Lambrusco Grasparossa di Castelvetro DOC Amabile 750 ml","€ 3,99"
"1525363429-1385","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-da-banco/c/20108","PROVOLA CALABRESELLA","11,90 €/KG"
"1525363258-325","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Osram Led Led Star Classic B 40 6W E14 warm white","€ 5,99"
"1525363286-503","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Brillance Crema colorante intensiva 880 castano scuro","€ 7,99"
"1525363339-792","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","Schär Pane Casereccio 240 g","€ 3,26"
"1525363322-684","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Sant'Anna Frizzante Sorgente Rebruant 6 x 0,5 L","€ 1,74"
"1525363427-1368","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Classiche 200g","€ 1,99"
"1525363423-1332","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","Granarolo Mozzarella 3 x 100 g","€ 3,28 (-30%)"
"1525363401-1183","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","Almaverde bio 6 uova fresche 350 g","€ 2,20"
"1525363395-1145","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","COSCIA A FETTE DI BOVINO ADULTO","17,90 €/KG"
"1525363286-497","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Brillance Crema colorante intensiva 891 nero cobalto","€ 7,99"
"1525363307-583","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per cani","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-cani/c/20003","Migliorcane I Preferiti Bocconi con Pollo e Verdure in Salsa 300 g","€ 0,91"
"1525363440-1449","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-da-banco/c/20107","PROSCIUTTO PARMA DOP","33,90 €/KG"
"1525363412-1262","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","Giovanni Rana Rustici Cappelletti crudo 250 g","€ 2,14"
"1525363350-863","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","Calvé Raffinata 150 ml","€ 1,29"
"1525363317-662","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Franziskaner Weissbier Dunkel 50 cl","€ 1,29"
"1525363313-638","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Martell VS Single Distillery Fine Cognac 70 cl","€ 24,99"
"1525363434-1413","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi a cubetti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-a-cubetti/c/20085","Fratelli Beretta Il guanciale stick 2 x 60 g","€ 2,40 (-30%)"
"1525363286-493","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","L'Oréal Paris Ritocco Perfetto I Castani Spray Istantaneo Ritocco Radici 75 ml","€ 10,08"
"1525363438-1436","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Affettati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/affettati/c/20078","Citterio Bio Prosciutto Crudo 80 g","€ 4,99"
"1525363274-424","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Spontex Guanti Casalinghi Silky Taglia S","€ 1,98"
"1525363403-1197","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Latteria Soresina Burro in lattina Soresina 250 g","€ 3,19"
"1525363276-436","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","Lysoform Tutto in 1 750 ml","€ 2,25"
"1525363416-1295","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","BRANZINO AL CARTOCCIO (PRODOTTO GASTRONOMICO)","15,90 €/KG"
"1525363360-943","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","Il Molino Chiavazza Farina integrale di grano tenero 500 g","€ 0,88"
"1525363421-1321","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","IL GIGANTE Parmigiano Reggiano DOP Stagionatura minima 24 mesi 250 g","€ 4,62"
"1525363328-716","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","Findus Minestrone Tradizione IGP 1000g","€ 3,35"
"1525363382-1076","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","BRANZINO NAZIONALE EVISCERATO","20,90 €/KG"
"1525363304-571","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","Ultima Cat Palline di Pelo Tacchino 400 g","€ 2,38"
"1525363380-1070","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Crostacei","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/crostacei/c/20062","SCAMPO 4-7","49,90 €/KG"
"1525363419-1299","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Zanetti Grana Padano DOP 2 x 50 g","€ 1,99"
"1525363408-1230","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","Biffi Sughi Freschi Pesto Senza Aglio Biologico 85 g","€ 1,99"
"1525363256-311","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Auto","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/auto/c/20088","Arbre Magique Classic Vaniglia 3 x 5 g","€ 3,90"
"1525363401-1184","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","IL GIGANTE Uova fresche medie da Allevamento a Terra 10 uova","€ 2,68"
"1525363286-491","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","L'Oréal Paris Ritocco Perfetto I Bruni Spray Istantaneo Ritocco Radici 75 ml","€ 10,08"
"1525363313-636","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Rémy Martin VSOP Mature cask finish 700 ml","€ 28,89"
"1525363291-525","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Neutro Roberts con antibatterico Sapone Liquido Dermotestato Duetto Ricarica 2 x 300 ml","€ 1,77"
"1525363317-656","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Slalom Strong 33cl","€ 1,59"
"1525363315-653","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","San Crispino Vino Rosso brik 3 x 0,25 l","€ 1,99"
"1525363315-642","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","San Crispino Vino Rosso brik 0,500 l","€ 1,15"
"1525363328-724","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","il Mediterraneo a Tavola Contorno di patate, zucchine e Cipolla Rossa di Tropea Calabria I.G.P. 450g","€ 1,95"
"1525363307-581","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per cani","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-cani/c/20003","IL GIGANTE Patè con Vitello e Verdure 400 g","€ 0,79"
"1525363408-1225","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","il Pesto di Pra' Pesto senza aglio 90 g","€ 2,90"
"1525363356-919","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","Rio Mare I Lavorati a Mano Filetti di Tonno all'olio di oliva 250 g","€ 6,70"
